ID,Image,Name(Kanji),Name(Hiragana),Name(Romaji),Localised Name,Nickname,Gender,Passive ID,Role,Game,Position,Alt Position,Element,Preferred Playstyle,Kick,Control,Technique,Pressure,Physical,Agility,Intelligence,Total Stats
465,,南陸 極,なんりく きわむ,Kiwamu Nanriku,Gwyn Penn,南陸,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,DF,風 (Wind),Breach,79,86,81,91,95,98,86,616
466,,井頭 針次,いがしら しんじ,Shinji Igashira,Spike Needle,井頭,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,DF,風 (Wind),Rough Play,79,86,81,91,95,98,86,616
467,,伊勢 隼人,いせ はやと,Hayato Ise,Ifan Tassy,伊勢,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,山 (Mountain),Tension,90,104,105,77,75,75,93,619
468,,長門 司,ながと つかさ,Tsukasa Nagato,Eggbert Heading,長門,男 (Male),FW7,選手 (Player),イナズマイレブン,FW,MF,林 (Forest),Tension,104,101,91,81,78,75,90,620
469,,派鶴 解斗,ぱずる かいと,Kaito Pazuru,Pascal Blaise,パズル,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Rough Play,79,83,84,91,95,81,104,617
470,,札野 蝶司,ふだの ちょうじ,Choji Fudano,Will Whist,いの,男 (Male),GK6,選手 (Player),イナズマイレブン,GK,MF,火 (Fire),Breach,79,86,81,88,95,101,86,616
471,,永長 千里,ながおさ せんり,Senri Nagaosa,Ewan Liner,永長,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,DF,風 (Wind),Tension,79,86,81,91,95,98,86,616
472,,前園 航平,まえぞの こうへい,Kohei Maezono,Buster Locke,前園,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,火 (Fire),Bond,76,79,77,95,99,81,110,617
473,,草薙 剣,くさなぎ けん,Ken Kusanagi,Rex Plorer,草薙,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,DF,林 (Forest),Breach,110,104,95,77,75,75,83,619
474,,宇枝 歴人,うえだ ひすと,Hisuto Ueda,Webber Poster,宇枝,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,火 (Fire),Tension,90,104,105,77,75,75,93,619
475,,加賀 裕太,かが ゆうた,Yuta Kaga,Sid Parting,加賀,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,MF,風 (Wind),Tension,79,83,84,91,95,81,104,617
476,,野沢 公顕,のざわ きみあき,Kimiaki Nozawa,Eaton Rampage,野沢,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,DF,山 (Mountain),Tension,110,104,95,77,75,75,83,619
477,,源 義雄,みなもと よしお,Yoshio Minamoto,Parker Leaper,源,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,DF,風 (Wind),Rough Play,79,86,81,91,95,98,86,616
478,,長刀 睦人,なぎなた むつと,Mutsuto Naginata,Hank Halberd,長刀,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,MF,林 (Forest),Tension,79,86,81,91,95,98,86,616
479,,長月 九,ながつき きゅう,Kyu Nagatsuki,Robin Catching,長月,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,DF,火 (Fire),Justice,79,86,81,91,95,98,86,616
480,,日向 光伸,ひゅうが みつのぶ,Mitsunobu Hyuga,Trey Spotter,日向,男 (Male),MF4,選手 (Player),イナズマイレブン,MF,DF,風 (Wind),Breach,93,101,98,81,82,75,90,620
481,,玉井 央一,たまい おういち,Oichi Tamai,Onslow Ball,たま,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Justice,79,83,84,91,95,81,104,617
482,,大文字 文人,だいもんじ あやひと,Ayahito Daimonji,Tex Tingle,大文字,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,MF,林 (Forest),Counter,79,86,81,91,95,98,86,616
483,,烈風 金道,れっぷう かねみち,Kanemichi Reppu,Sam Gale,烈風,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,MF,火 (Fire),Breach,79,86,81,91,95,98,86,616
484,,伊波 登,いなみ のぼる,Noboru Inami,Ryder Waverly,伊波,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,火 (Fire),Counter,90,104,105,77,75,75,93,619
485,,広島 紅,ひろしま くれない,Kurenai Hiroshima,Leaf Scarlett,広島,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,風 (Wind),Justice,110,104,95,77,75,75,83,619
486,,占部 智人,うらべ ともひと,Tomohito Urabe,Horace Coop,占部,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Tension,79,83,84,91,95,81,104,617
487,,榎本 武,えのもと たけし,Takeshi Enomoto,Ness Lockley,榎本,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Justice,76,79,77,95,99,81,110,617
488,,砲羽 陽介,ほうば ようすけ,Yosuke Hoba,Olef Tennant,砲羽,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,風 (Wind),Counter,76,79,77,95,99,81,110,617
489,,徳井 種延,とくい たねのぶ,Tanenobu Tokui,Len Scapp,徳井,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,MF,山 (Mountain),Rough Play,79,86,81,91,95,98,86,616
490,,高雄 みのる,たかお みのる,Minoru Takao,Monty Hillary,高雄,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,山 (Mountain),Rough Play,110,104,95,77,75,75,83,619
491,,折田 造,おりた つくる,Tsukuru Orita,Penfold Pulper,折田,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,風 (Wind),Breach,110,104,95,77,75,75,83,619
492,,淡島 空,あわしま そら,Sora Awashima,Thomas Cott,淡島,男 (Male),GK6,選手 (Player),イナズマイレブン,GK,DF,風 (Wind),Counter,79,86,81,88,95,101,86,616
493,,宮崎 太陽,みやざき たいよう,Taiyo Miyazaki,Spike Thorne,宮崎,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Counter,79,83,84,91,95,81,104,617
494,,大丸 遠,だいまる とうし,Toshi Daimaru,Lincoln Hawking,大丸,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,山 (Mountain),Rough Play,110,104,95,77,75,75,83,619
495,,芥川 治,あくたがわ おさむ,Osamu Akutagawa,Ted Larkin,芥川,男 (Male),MF4,選手 (Player),イナズマイレブン,MF,DF,林 (Forest),Bond,93,101,98,81,82,75,90,620
496,,薬師寺 健,やくしじ けん,Ken Yakushiji,Madison Cabinet,薬師寺,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,DF,火 (Fire),Breach,79,86,81,91,95,98,86,616
497,,香元 薫,こうもと かおる,Kaoru Komoto,Odo Cologne,香元,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,風 (Wind),Tension,90,104,105,77,75,75,93,619
498,,星見 透馬,ほしみ とうま,Toma Hoshimi,Nester Damus,星見,男 (Male),GK6,選手 (Player),イナズマイレブン,GK,DF,風 (Wind),Counter,79,86,81,88,95,101,86,616
499,,大黒 弘樹,だいこく ひろき,Hiroki Daikoku,Herb Ivore,大黒,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,山 (Mountain),Tension,110,104,95,77,75,75,83,619
500,,十字 導昭,じゅうじ みちあき,Michiaki Juji,Homer Pidgeon,十字,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,MF,火 (Fire),Bond,79,83,84,91,95,81,104,617
501,,電光 則武,でんこう のりたけ,Noritake Denko,Rob Ottley,電光,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,林 (Forest),Tension,90,104,105,77,75,75,93,619
502,,大分 温夫,おおいた あつお,Atsuo Oita,Scott Springer,大分,男 (Male),FW7,選手 (Player),イナズマイレブン,FW,MF,風 (Wind),Rough Play,104,101,91,81,78,75,90,620
503,,由馬 グレイ,ゆうま ぐれい,Gurei Yuma,Viv Grey,ぐれい,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,火 (Fire),Counter,76,79,77,95,99,81,110,617
504,,山梨 不二夫,やまなし ふじお,Fujio Yamanashi,Don Snow,山梨,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,MF,火 (Fire),Bond,79,86,81,91,95,98,86,616
505,,髪切 徹也,かみきり てつや,Tetsuya Kamikiri,Hal Mullet,髪切,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,風 (Wind),Justice,90,104,105,77,75,75,93,619
506,,坂上 幹生,さかがみ みきお,Mikio Sakagami,Isaiah Shutt,幹生,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,山 (Mountain),Tension,110,104,95,77,75,75,83,619
507,,伊達 竜,だて りゅう,Ryu Date,Ace Irvin,伊達,男 (Male),MF4,選手 (Player),イナズマイレブン,MF,DF,火 (Fire),Breach,93,101,98,81,82,75,90,620
508,,音下 重樹,おとした しげき,Shigeki Otoshita,Spike Pitt,音下,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,山 (Mountain),Tension,110,104,95,77,75,75,83,619
509,,山口 洞,やまぐち ほこら,Hokora Yamaguchi,Innes Caving,山口,男 (Male),GK6,選手 (Player),イナズマイレブン,GK,MF,火 (Fire),Breach,79,86,81,88,95,101,86,616
510,,香川 明央,かがわ あきお,Akio Kagawa,Keanu Dell,香川,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,DF,火 (Fire),Justice,110,104,95,77,75,75,83,619
511,,恩田 心太郎,おんだ しんたろう,Shintaro Onda,Casey Novak,恩田,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Breach,79,83,84,91,95,81,104,617
512,,彗星 槙矢,すいせい まきや,Makiya Suisei,Ed Halley,彗星,男 (Male),MF4,選手 (Player),イナズマイレブン,MF,FW,風 (Wind),Bond,93,101,98,81,82,75,90,620
513,,児田 山彦,こだ やまひこ,Yamahiko Koda,Burt Mocking,山彦,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Bond,76,79,77,95,99,81,110,617
514,,畳田 和夫,たたみだ かずお,Kazuo Tatamida,Oscar Petty,畳田,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,MF,火 (Fire),Breach,79,86,81,91,95,98,86,616
515,,徳川 康夫,とくがわ やすお,Yasuo Tokugawa,Waite Forrit,徳川,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,山 (Mountain),Breach,90,104,105,77,75,75,93,619
516,,大久 史也,おおひさ ふみや,Fumiya Ohisa,Bennett Byers,大久,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,MF,風 (Wind),Justice,79,86,81,91,95,98,86,616
517,,埴輪 宇一,はにわ ういち,Uichi Haniwa,Mo Eisner,埴輪,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,DF,火 (Fire),Tension,79,86,81,91,95,98,86,616
518,,弓 すぐる,ゆみ すぐる,Suguru Yumi,Miles Seaford,弓,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,MF,風 (Wind),Tension,79,83,84,91,95,81,104,617
519,,山椒 宇城人,さんしょう うきと,Ukito Sansho,Sayer Lemon,山椒,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,MF,火 (Fire),Rough Play,79,83,84,91,95,81,104,617
520,,久家 君麻呂,くげ きみまろ,Kimimaro Kuge,Carey Ginu,久家,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,林 (Forest),Justice,110,104,95,77,75,75,83,619
521,,皿山 秀貴,さらやま ひでたか,Hidetaka Sarayama,Cass Crocker,皿山,男 (Male),FW7,選手 (Player),イナズマイレブン,FW,MF,火 (Fire),Rough Play,104,101,91,81,78,75,90,620
522,,雨宮 長宏,あまみや ながひろ,Nagahiro Amamiya,Paul Downs,雨宮,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,風 (Wind),Breach,90,104,105,77,75,75,93,619
523,,紅 伸樹,くれない のぶき,Nobuki Kurenai,Darrel Jeeling,紅,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,MF,林 (Forest),Rough Play,79,86,81,91,95,98,86,616
524,,忍田 歳三,おしだ としぞう,Toshizo Oshida,Nobby Shinn,歳三,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,林 (Forest),Counter,110,104,95,77,75,75,83,619
525,,柄崎 大吾,つかざき だいご,Daigo Tsukazaki,Theo Broma,柄崎,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,MF,火 (Fire),Breach,79,83,84,91,95,81,104,617
526,,砂 皇司,まさご こうじ,Koji Masago,Ramsey Faroe,砂,男 (Male),GK6,選手 (Player),イナズマイレブン,GK,MF,火 (Fire),Breach,79,86,81,88,95,101,86,616
527,,森 石松,もり いしまつ,Ishimatsu Mori,Buster Chopps,石松,男 (Male),GK6,選手 (Player),イナズマイレブン,GK,MF,火 (Fire),Bond,79,86,81,88,95,101,86,616
528,,福津 朔也,ふくつ さくや,Sakuya Fukutsu,Vince Bull,福津,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,風 (Wind),Counter,90,104,105,77,75,75,93,619
529,,床尾 宗次,ゆかお そうじ,Soji Yukao,Pat Maclean,宗次,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,風 (Wind),Rough Play,110,104,95,77,75,75,83,619
530,,陸奥 大吾,むつ だいご,Daigo Mutsu,Walter Card,陸奥,男 (Male),FW7,選手 (Player),イナズマイレブン,FW,MF,山 (Mountain),Breach,104,101,91,81,78,75,90,620
531,,近井 未来,ちかい みき,Miki Chikai,Derek Terr,近井,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,火 (Fire),Counter,110,104,95,77,75,75,83,619
532,,歌田 澄人,うただ すみと,Sumito Utada,Alton Oldhat,歌田,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,FW,山 (Mountain),Tension,90,104,105,77,75,75,93,619
533,,雪山 岳治,ゆきやま がくじ,Gakuji Yukiyama,Cal Cooler,雪山,男 (Male),FW7,選手 (Player),イナズマイレブン,FW,MF,林 (Forest),Bond,104,101,91,81,78,75,90,620
534,,猫野 亮太,ねこの りょうた,Ryota Nekono,Tom Felix,猫野,男 (Male),MF4,選手 (Player),イナズマイレブン,MF,DF,風 (Wind),Breach,93,101,98,81,82,75,90,620
535,,戌井 太郎,いぬい たろう,Taro Inui,Terry Orr,戌井,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,MF,火 (Fire),Breach,79,83,84,91,95,81,104,617
536,,末野 紅,すえの こう,Ko Sueno,Rudolph Rainder,末野,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,火 (Fire),Rough Play,76,79,77,95,99,81,110,617
537,,海東 衛,かいとう まもる,Mamoru Kaito,Nick Swagg,海東,男 (Male),GK6,選手 (Player),イナズマイレブン,GK,FW,火 (Fire),Counter,79,86,81,88,95,101,86,616
538,,中村 夢千代,なかむら ゆめちよ,Yumechiyo Nakamura,Hal Leeward,夢千代,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,林 (Forest),Bond,90,104,105,77,75,75,93,619
539,,上杉 謙吾,うえすぎ けんご,Kengo Uesugi,Arthur Dox,上杉,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,山 (Mountain),Rough Play,110,104,95,77,75,75,83,619
540,,江古 貴生,えこ たかお,Takao Eko,Reese Ickle,エコ,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,林 (Forest),Bond,110,104,95,77,75,75,83,619
541,,土方 歳,ひじかた とし,Toshi Hijikata,Finn Attick,土方,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,風 (Wind),Justice,76,79,77,95,99,81,110,617
542,,豊臣 秀紀,とよとみ ひでのり,Hidenori Toyotomi,Col Lector,豊臣,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,山 (Mountain),Counter,110,104,95,77,75,75,83,619
543,,平賀 源,ひらが げん,Gen Hiraga,Crispin Shooter,平賀,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,DF,火 (Fire),Counter,79,86,81,91,95,98,86,616
544,,岩永 鉱介,いわなが こうすけ,Kosuke Iwanaga,Stu Perstitious,岩永,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,火 (Fire),Rough Play,76,79,77,95,99,81,110,617
545,,白菊 悠人,しらぎく ゆうと,Yuto Shiragiku,Ashley Fay,白菊,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,風 (Wind),Justice,110,104,95,77,75,75,83,619
546,,宝田 中,たからだ あたる,Ataru Takarada,Luke Raffles,中,男 (Male),MF4,選手 (Player),イナズマイレブン,MF,DF,林 (Forest),Tension,93,101,98,81,82,75,90,620
547,,鍋山 海人,なべやま うみと,Umito Nabeyama,Stu Helmsley,なべ,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,DF,火 (Fire),Rough Play,79,86,81,91,95,98,86,616
548,,響 恭一,ひびき きょういち,Kyoichi Hibiki,Terrence Anthem,恭一,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,火 (Fire),Tension,76,79,77,95,99,81,110,617
549,,福岡 武雄,ふくおか たけお,Takeo Fukuoka,Sam O'Reilly,福岡,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,火 (Fire),Rough Play,90,104,105,77,75,75,93,619
550,,鮫島 嵐人,さめじま らんと,Ranto Samejima,Ches Nutcracker,鮫島,男 (Male),GK6,選手 (Player),イナズマイレブン,GK,DF,火 (Fire),Rough Play,79,86,81,88,95,101,86,616
551,,尾泉 平介,おいずみ へいすけ,Heisuke Oizumi,Victor Grand,尾泉,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Counter,76,79,77,95,99,81,110,617
552,,黄金 丸雄,こがね まるお,Maruo Kogane,Ant Hophila,黄金,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,山 (Mountain),Rough Play,76,79,77,95,99,81,110,617
553,,飛龍 仁,ひりゅう じん,Jin Hiryu,Hunter Glory,飛龍,男 (Male),MF4,選手 (Player),イナズマイレブン,MF,DF,林 (Forest),Justice,93,101,98,81,82,75,90,620
554,,寺野 竜,てらの りゅう,Ryu Terano,Joe Rassock,寺野,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,FW,風 (Wind),Tension,79,86,81,91,95,98,86,616
555,,器島 改太,きじま あらた,Arata Kijima,Patch Borgnine,器島,男 (Male),MF4,選手 (Player),イナズマイレブン,MF,FW,火 (Fire),Tension,93,101,98,81,82,75,90,620
556,,納屋 粘,なや ねばる,Nebaru Naya,Ted Fast,納屋,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,DF,林 (Forest),Breach,79,86,81,91,95,98,86,616
557,,形 創,かた はじめ,Hajime Kata,Clay Modlin,形,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,DF,山 (Mountain),Tension,110,104,95,77,75,75,83,619
558,,矢地 伊久夫,やじ いくお,Ikuo Yaji,Alan Mode,矢地,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,MF,風 (Wind),Bond,79,83,84,91,95,81,104,617
559,,汐崎 怜央,しおざき れお,Reo Shiozaki,Harry Harper,汐崎,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,DF,風 (Wind),Justice,79,86,81,91,95,98,86,616
560,,地内 雅彦,ちうち まさひこ,Masahiko Chiuchi,Pascal Richter,地内,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,山 (Mountain),Rough Play,90,104,105,77,75,75,93,619
561,,風切 彰,かざきり しょう,Sho Kazakiri,Beau Fort,風切,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,風 (Wind),Rough Play,76,79,77,95,99,81,110,617
562,,赤江 王星,あかえ おうせい,Osei Akae,Reid Scarlet,赤江,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,火 (Fire),Counter,76,79,77,95,99,81,110,617
563,,牧場 羊一,まきば よういち,Yoichi Makiba,Joe Lamkin,牧場,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,林 (Forest),Justice,90,104,105,77,75,75,93,619
564,,橘花 直弘,きっか なおひろ,Naohiro Kikka,Dylan Magpie,橘花,男 (Male),GK7,選手 (Player),イナズマイレブン,GK,DF,風 (Wind),Justice,79,86,81,91,95,98,86,616
565,,水草 陽之,みずくさ はるゆき,Haruyuki Mizukusa,Gil Rivers,水草,男 (Male),FW7,選手 (Player),イナズマイレブン,FW,MF,風 (Wind),Tension,104,101,91,81,78,75,90,620
566,,安倍 晴昭,あべ はるあき,Haruaki Abe,Des Tiny,安倍,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Bond,79,83,84,91,95,81,104,617
567,,恵比寿原 始,えびすはら はじめ,Hajime Ebisuhara,Saul Dowd,始,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,山 (Mountain),Counter,76,79,77,95,99,81,110,617
568,,与木 奏,よぎ そう,So Yogi,Kit Chapman,与木,男 (Male),FW7,選手 (Player),イナズマイレブン,FW,MF,火 (Fire),Rough Play,104,101,91,81,78,75,90,620
569,,雲野 久斗,うんの ひさと,Hisato Unno,Fry Vollity,雲野,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Counter,79,83,84,91,95,81,104,617
570,,蝉本 圭輔,せみもと けいすけ,Keisuke Semimoto,Clark Roach,蝉本,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,山 (Mountain),Rough Play,90,104,105,77,75,75,93,619
571,,日々原 納,ひびはら おさむ,Osamu Hibihara,Samuel Peeps,日々原,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,FW,火 (Fire),Breach,79,83,84,91,95,81,104,617
572,,目黒 和久,めぐろ かずひさ,Kazuhisa Meguro,Dai Hart,目黒,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,火 (Fire),Rough Play,76,79,77,95,99,81,110,617
573,,高野 瑠偉,たかの るい,Rui Takano,Horty Courture,高野,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,林 (Forest),Bond,110,104,95,77,75,75,83,619
